iter	Logloss
681	0.04087638942
682	0.04086497149
683	0.04085788599
684	0.04083105405
685	0.04076429267
686	0.04072623838
687	0.04071446865
688	0.04067682941
689	0.04063659198
690	0.04057054254
691	0.04048999155
692	0.04048810402
693	0.04039963858
694	0.04035627135
695	0.04031406763
696	0.04024680427
697	0.04018299706
698	0.04014283864
699	0.04014108447
700	0.04010296137
701	0.04009146003
702	0.04006050299
703	0.04001146599
704	0.04000961954
705	0.03993482198
706	0.03990390097
707	0.0398520761
708	0.03985034642
709	0.03984708903
710	0.03982081334
711	0.03976753186
712	0.03975040902
713	0.03970924811
714	0.03967672389
715	0.03963951317
716	0.03963790145
717	0.03962083946
718	0.03959124793
719	0.03956560654
720	0.039523578
721	0.03951783425
722	0.03945254613
723	0.03940114123
724	0.03936987313
725	0.03930113986
726	0.03926425663
727	0.03919473566
728	0.03919319796
729	0.03915173748
730	0.03912935088
731	0.03910722406
732	0.0390448643
733	0.03903603224
734	0.03896531096
735	0.0389482331
736	0.03891461013
737	0.03886827963
738	0.03883786744
739	0.03875615859
740	0.0387174646
741	0.03864732091
742	0.03864582031
743	0.03862876332
744	0.03861249493
745	0.0385193131
746	0.03847855172
747	0.03843602135
748	0.03838190299
749	0.03835841642
750	0.03834544139
751	0.03831509715
752	0.03829963831
753	0.03828767669
754	0.03827049693
755	0.0382276206
756	0.03820811032
757	0.03814428358
758	0.03808834216
759	0.03802849708
760	0.03800483218
761	0.03796090704
762	0.03792598257
763	0.03788855707
764	0.03784551447
765	0.03781106839
766	0.03774346277
767	0.03773181717
768	0.03772037516
769	0.03770884808
770	0.03767233789
771	0.03763325763
772	0.03760566618
773	0.03756774562
774	0.03755144592
775	0.037479834
776	0.03746583055
777	0.03746003006
778	0.0374245334
779	0.03741027226
780	0.03738462292
781	0.03731808182
782	0.03727834659
783	0.03720340791
784	0.037150052
785	0.03706007204
786	0.0369994045
787	0.03698411052
788	0.03694035219
789	0.03689824505
790	0.03683533972
791	0.03680073366
792	0.0367635812
793	0.03673245468
794	0.03667359492
795	0.03661545143
796	0.0365960265
797	0.0365665524
798	0.03653004722
799	0.03648282137
800	0.03642652666
801	0.03638719821
802	0.03631489272
803	0.0362746976
804	0.036250121
805	0.03620484302
806	0.03615618385
807	0.03610694139
808	0.03601853586
809	0.03601024277
810	0.03599466337
811	0.03596446137
812	0.03593026089
813	0.03591546945
814	0.03589014609
815	0.03584269349
816	0.03582259705
817	0.0358158558
818	0.03578703635
819	0.03573386701
820	0.03572321605
821	0.03571431138
822	0.03570402985
823	0.03569342808
824	0.03563709951
825	0.03561724594
826	0.03557286153
827	0.03554809118
828	0.03546357993
829	0.03543807876
830	0.03541308676
831	0.03538627701
832	0.03532688339
833	0.0352492891
834	0.03518710892
835	0.03512457016
836	0.03506754387
837	0.03506560049
838	0.03502419934
839	0.03497265126
840	0.03495662885
841	0.0349450122
842	0.03488456434
843	0.03486975366
844	0.03483901625
845	0.03481363945
846	0.03477945372
847	0.03475828312
848	0.03472149082
849	0.03470501019
850	0.03468594381
851	0.03464662949
852	0.03463139203
853	0.0346117775
854	0.0345669647
855	0.03453205074
856	0.0345167283
857	0.03450199722
858	0.03445782826
859	0.03442657006
860	0.034392575968861	0.034386397528862	0.034340522498863	0.034314426198864	0.034294846688865	0.034217337058866	0.034178713386867	0.034162389386868	0.03414380867	869	0.03413385868	870	0.03407140869	871	0.03405707870872	0.034049234871873	0.03401504587874	0.033987201387875	0.033956949887876	0.033940363587877	0.033906943787878	0.033847437877879	0.033800898878880	0.03379198879	881	0.03378229880	882	0.03377470881	883	0.03376374882	884	0.03374351883	885	0.03372807884	0.03400901323
885	0.03394732709
886888	0.033663125887	0.03387058886
888	0.0338296566
889891	0.033602327890892	0.033562982891893	0.033529489892	0.03376231277
893895	0.033509404894896	0.033436637895	0.03366961111
896	0.03360589618
897	0.03359529203
898	0.03352784762
899	0.03350653026
900	0.033454927
901	0.03344240739
902	0.03342459886
903	0.03342144662
904	0.03336641677
905	0.03333380087
906	0.03330055595
907	0.03328249919
908	0.03326485605
909	0.03323980132
910	0.0332041928
911	0.03317239897
912	0.03315710608
913	0.03313639306
914	0.03313099138
915	0.03309383351
916	0.03308078677
917	0.03307068925
918	0.03305657492
919	0.0330431958
920	0.03303515154
921	0.03298279285
922	0.03297436991
923	0.03294996822
924	0.03289569337
925	0.03288378212
926	0.03286252893
927	0.0328513641
928	0.03283909465
929	0.03282803369
930	0.03281383201
931	0.03276041827
932	0.03272152823
933	0.03270684947
934	0.03266639537
935	0.03263250831
936	0.032599772
937	0.03254522715
938	0.03249352868
939	0.03247320908
940	0.03243504547
941	0.03238448429
942	0.03238108135
943	0.03235875814
944	0.03234819198
945	0.0323374948
946	0.03231459219
947	0.03231410838
948	0.03227025136
949	0.0322598996
950	0.0322391294
951	0.03217139726
952	0.03214032412
953	0.03212297504
954	0.03207968053
955	0.03206006867
956	0.03201890871
957	0.03200577019
958	0.03198442898
959	0.03197084387
960	0.03193524444
961	0.03190542048
962	0.03188450648
963	0.03186108641
964	0.03181074127
965	0.0317773833
966	0.03171347193
967	0.03169421554
968	0.0316510757
969	0.03163973905
970	0.03158948194
971	0.03155524011
972	0.03151772998
973	0.03150474858
974	0.03150018199
975	0.03146444028
976	0.03145628517
977	0.03139012307
978	0.03138945198
979	0.031378762
980	0.03136133497
981	0.03134201704
982	0.03133047137
983	0.0312707686
984	0.03123106279
985	0.0312258268
986	0.03121488823
987	0.03119071995
988	0.03116764713
989	0.03113334879
990	0.03108354615
991	0.03104258826
992	0.03101449936
993	0.03099221889
994	0.03098679401
995	0.03096231173
996	0.03091777825
997	0.03090279672
998	0.03089108871
999	0.03088320726
